Customer ID,Customer Name,Gender,Total Purchase Amount,Transaction Count,Returns,Age,Cluster
35,Bobby Hubbard,female,6569,8,0.75,65.0,2
36,Ronald Smith,male,2951,4,0.5,38.0,1
37,James Thomas,female,5934,8,0.5,52.0,2
38,Troy Cunningham,female,2522,4,0.75,44.0,1
39,Taylor Townsend,male,5773,7,0.5714286,36.0,2
40,William Hammond,female,5371,6,0.6666667,32.0,2
41,Angel Williams,female,3714,7,0.5714286,70.0,0
42,Jackie Fitzpatrick,female,4030,6,0.6666667,22.0,1
43,Ian Rodriguez,male,3217,5,0.4,60.0,0
44,Jeffrey Moreno,female,2284,4,0.5,28.0,1
45,Travis Brady,female,4984,7,0.42857143,70.0,2
46,Gregory Wilson,female,7932,8,0.375,37.0,2
47,Kristi Harris,female,6455,8,0.625,18.0,2
48,Jessica Miller,female,2057,3,0.6666667,36.0,1
49,Jamie Rivas,male,2460,2,0.5,63.0,0
50,Ashley Carpenter,female,2679,4,0.75,38.0,1
51,Colleen Pace,male,9451,11,0.8181818,18.0,2
52,Miranda Smith,male,7967,8,0.5,58.0,2
53,Yolanda Campbell,female,1184,4,0.25,23.0,1
54,Jennifer Matthews,female,1346,5,0.6,28.0,1
55,Karen Ramirez,male,4345,5,0.6,35.0,1
56,Sophia Butler,female,3350,4,0.75,51.0,0
57,Andrew Gutierrez,female,2129,5,0.8,31.0,1
58,Tara Nixon,male,1866,4,0.25,59.0,0
59,Julie Price,female,3986,7,0.42857143,39.0,2
60,James Bryant,male,6292,8,0.375,24.0,2
61,Cynthia Young,male,2698,4,0.25,33.0,1
62,Matthew Powers,female,976,3,1.0,19.0,1
63,Nicole Anderson,male,5572,6,0.6666667,23.0,2
64,Jon Webb,male,3731,3,0.33333334,38.0,1
65,Ann Bailey,male,2577,6,0.5,32.0,1
66,Karen Figueroa,female,4495,6,0.8333333,53.0,2
67,Kent Lane,female,1176,2,1.0,62.0,0
68,John Sanders,male,2309,3,0.33333334,48.0,0
69,Anthony Sanders,male,2544,3,0.6666667,22.0,1
70,Justin Walker,male,6827,9,0.33333334,38.0,2
71,Pamela Harmon,female,2131,2,1.0,43.0,1
72,Kendra Ramirez,male,7038,7,0.85714287,25.0,2
73,Pamela Wolf,male,1186,2,1.0,68.0,0
74,Chad Parsons,male,5713,5,0.0,59.0,0
75,Jacob Shaw,male,3597,3,0.33333334,65.0,0
76,Samantha Baird,male,1072,2,0.5,40.0,1
77,Autumn Williams,male,1174,2,1.0,58.0,0
78,William Rodriguez,female,3732,4,0.5,51.0,0
79,Ashley Banks,female,3233,3,0.33333334,43.0,1
80,Douglas Adams,female,5561,10,0.7,34.0,2
81,Bailey White,male,2698,5,0.4,42.0,1
82,Christine Thompson,female,3828,4,1.0,21.0,1
83,Beth Duran,female,7024,8,1.0,24.0,2
84,Patrick Smith,male,2764,3,0.33333334,49.0,0
85,Sandra Reese,female,5167,7,0.5714286,27.0,2
86,Brittney Gardner,male,4323,6,0.6666667,21.0,1
87,Amber Maldonado,female,1155,2,1.0,46.0,0
88,Jessica Murphy,male,4595,5,0.4,33.0,1
89,Stephen Cervantes,male,6822,7,0.14285715,24.0,2
90,Jessica Rodriguez,female,6608,6,0.33333334,27.0,2
91,Joseph May,male,6662,6,0.8333333,54.0,2
92,Michele Johnson,female,1652,3,0.33333334,58.0,0
93,Michael Lopez,male,2284,3,0.33333334,51.0,0
94,Dr. Amanda Lindsey,male,7378,6,0.33333334,38.0,2
95,Ashley Smith,male,2764,4,0.5,63.0,0
96,Sonya Petersen,female,4413,7,0.5714286,25.0,2
97,Todd Skinner,female,4760,3,0.33333334,33.0,1
98,John Sexton,female,3526,6,0.0,55.0,0
99,Rachel Evans,male,2781,4,0.5,34.0,1
100,Maurice Miller,female,7854,8,0.875,20.0,2
101,Kimberly Hoffman,male,4421,8,0.75,58.0,2
102,Christina Nelson,female,28,1,1.0,18.0,1
103,Jordan Shields,male,3228,7,1.0,59.0,0
104,Tasha Davis DVM,male,4149,4,1.0,31.0,1
105,Kimberly Chapman,male,2636,4,0.75,30.0,1
106,Kimberly Scott,male,3148,3,0.33333334,24.0,1
107,Justin Romero,male,2514,4,1.0,44.0,1
108,Kristin Harrison,male,7111,11,0.54545456,53.0,2
109,Wendy West,female,4790,5,0.6,60.0,0
110,Nicholas Johnson,male,1700,3,0.6666667,42.0,1
111,Janice Rivera,female,5940,5,0.6,57.0,2
112,Matthew Wilson,female,518,2,0.5,67.0,0
113,Linda Thompson,female,2093,4,0.5,39.0,1
114,Thomas Olsen,male,2515,5,0.8,27.0,1
115,Julie Sanchez,male,7374,7,0.71428573,21.0,2
116,Brooke Kelly,female,1052,4,0.5,55.0,0
117,Mary Little,male,6450,6,0.5,49.0,2
118,Jason Luna,male,4586,6,0.33333334,65.0,0
119,Michael Martin,male,5958,6,0.5,49.0,2
120,Richard Baker,female,5209,5,0.4,29.0,1
121,Justin Beard,male,3505,5,0.6,28.0,1
122,William Wilson,male,3562,5,0.8,18.0,1
123,Brian Russell,male,2162,3,0.33333334,64.0,0
124,Katie Ballard,female,1344,2,1.0,44.0,1
125,Matthew Harrell,female,3007,6,0.33333334,46.0,0
126,Taylor Williams,female,1665,3,1.0,40.0,1
127,Crystal Gonzalez,male,170,1,0.0,62.0,0
128,Rachel Sloan,male,2507,2,1.0,67.0,0
129,Miss Elizabeth Pugh DDS,female,4308,6,0.8333333,60.0,0
130,Ashley Wilson,female,2429,4,0.75,37.0,1
131,Carla White,male,1953,4,0.5,63.0,0
132,Susan Werner,male,4024,3,0.6666667,22.0,1
133,Janice Stout,male,6495,8,0.5,61.0,2
134,Nicholas Clark,male,5034,4,0.75,69.0,0
135,Joseph Smith,female,5356,6,0.6666667,35.0,2
136,Ashlee Kelly,female,8025,8,0.375,25.0,2
137,Brenda Jones,male,5393,8,0.625,66.0,2
138,Nicholas Shaw,male,898,2,1.0,19.0,1
139,Angela Cook,female,5736,7,0.71428573,21.0,2
140,Richard Perez,male,1180,3,0.33333334,55.0,0
141,Daniel Mccoy,male,8483,9,0.5555556,41.0,2
142,Mr. Jerome Davis DDS,female,1770,2,1.0,43.0,1
143,Mark Wright,female,5058,8,0.75,50.0,2
144,Holly Ponce,female,2692,6,0.5,40.0,1
145,Keith Lara,male,8341,10,0.8,48.0,2
146,Daniel Branch,female,1181,2,0.5,23.0,1
147,Selena Perez,male,4897,7,0.2857143,49.0,2
148,Zachary Williams,female,1038,2,1.0,24.0,1
149,Dustin Blair,male,7273,6,0.8333333,40.0,2
150,Stephanie Morris,male,588,1,0.0,68.0,0
151,Jacob Walker,female,5607,8,0.625,49.0,2
152,Vanessa Vasquez,male,2303,4,0.75,47.0,0
153,Antonio Foster,female,5243,7,0.71428573,53.0,2
154,Amy Smith,male,11692,11,0.72727275,56.0,2
155,Jennifer Brown,male,3719,6,0.6666667,70.0,0
156,Heather Thompson,male,2156,5,0.4,60.0,0
157,Henry Campos,male,8622,8,0.5,31.0,2
158,Hannah Briggs,female,3011,4,0.25,70.0,0
159,Joshua Huff,male,4038,3,0.33333334,35.0,1
160,Tracey Brown,male,612,2,0.5,41.0,1
161,Nicholas Howell,female,2953,5,0.6,69.0,0
162,Denise Sims,male,2153,4,0.25,55.0,0
163,Olivia Brown,female,2829,4,0.5,21.0,1
164,Tracey Hall,male,2063,4,0.5,69.0,0
165,Kelly Harris,male,5035,6,0.6666667,26.0,1
166,Philip Stewart,male,6385,9,0.6666667,28.0,2
167,Daniel Wilson,female,3835,4,0.5,57.0,0
169,William Preston,male,7116,8,0.75,21.0,2
170,Christine Love,female,5067,8,0.625,40.0,2
171,Sandra Thomas,male,2290,1,0.0,61.0,0
172,Gary Smith,female,2141,6,0.16666667,41.0,1
173,Christopher Moore,female,3461,5,0.6,66.0,0
174,Robert Terry,female,642,2,1.0,39.0,1
175,Mitchell Ray MD,female,4356,4,0.75,31.0,1
176,Michael Brown,female,7277,7,0.85714287,30.0,2
177,Manuel Thompson,male,3204,4,0.75,27.0,1
178,Paul Cox,female,7621,9,0.33333334,35.0,2
179,Jose Myers,male,2913,5,0.4,29.0,1
180,Charles Carter,male,112,1,1.0,55.0,0
181,Courtney Burns,female,1820,3,0.6666667,60.0,0
182,Daniel Woodard,male,3922,7,0.85714287,51.0,2
183,April Townsend,female,1604,3,0.6666667,23.0,1
184,William Johnson,male,7027,9,0.5555556,43.0,2
185,Joseph Willis,female,6276,9,0.7777778,19.0,2
186,Donna Wade,male,1341,3,0.6666667,32.0,1
187,James Mendoza,male,1461,1,0.0,39.0,1
188,Meghan Cole,female,3435,4,0.0,32.0,1
189,Bryan Green,male,1167,2,1.0,69.0,0
190,Joshua Marks,male,680,1,1.0,47.0,0
191,Amanda Berry,male,187,2,0.5,32.0,1
192,Isaac Chen,male,4606,8,0.5,70.0,2
193,Diana Romero,female,4529,5,1.0,26.0,1
194,Destiny Mccullough,female,4446,6,0.5,63.0,0
195,Amber Graham,female,4780,6,0.6666667,59.0,0
196,Juan Hill,female,2184,5,0.8,18.0,1
197,Daryl Hull,female,1945,4,0.25,19.0,1
198,David Newman,female,8302,7,0.71428573,55.0,2
199,Katherine Hodge,female,3200,6,0.5,24.0,1
200,Sarah Sanchez,male,9964,8,0.5,56.0,2
201,Gabriella Wilson,male,532,2,0.5,38.0,1
202,Lori Carter,female,4031,6,0.5,49.0,0
203,Justin Bates,female,3021,3,0.6666667,36.0,1
204,Clinton Hunter,male,7768,12,0.5833333,56.0,2
205,Cameron Hale,male,9735,11,0.45454547,60.0,2
206,Rachel Weaver,male,5144,6,0.6666667,25.0,1
207,Scott Medina,male,5875,8,0.5,46.0,2
208,Michael Rush,male,5588,8,0.5,38.0,2
209,Patricia Morrow,male,5038,7,0.85714287,66.0,2
210,Keith Lawson,female,4155,7,0.42857143,37.0,2
211,Lisa Hodges,male,6079,10,0.9,19.0,2
212,Russell Tran,male,4938,6,0.6666667,50.0,2
213,Ryan Martinez,female,6082,6,0.8333333,64.0,2
214,Emma Kaiser,female,3736,3,0.6666667,42.0,1
215,David Price,male,2784,4,0.5,64.0,0
216,Mathew Carroll,male,7854,8,0.375,47.0,2
217,Jonathan Nolan,female,3360,5,0.4,25.0,1
218,Mindy Pollard,male,7871,8,0.75,45.0,2
219,Christopher George,male,2933,6,0.6666667,52.0,0
220,Michele Jenkins,female,5269,4,0.75,68.0,0
221,Carmen Hampton,female,2053,6,0.5,18.0,1
222,Holly Pittman,female,4176,4,0.5,31.0,1
223,Cody Rosales,female,4140,4,0.5,67.0,0
224,Jennifer Ward MD,female,5223,6,0.5,65.0,0
225,Kelly Ruiz,female,3540,3,0.6666667,50.0,0
226,Claire Harris,female,4307,5,1.0,56.0,0
227,Dr. Julie Castro,female,3567,4,0.5,23.0,1
228,Ronald Martinez,male,3912,4,0.5,60.0,0
229,Richard Barron,female,6791,6,0.8333333,26.0,2
230,Douglas Moore,female,6747,10,0.9,31.0,2
231,Thomas Johnson,male,1491,6,0.33333334,35.0,1
232,Jerry Campbell,male,4911,6,0.5,47.0,2
233,Christopher Williams,female,4571,5,0.4,51.0,0
234,Kevin Barnes,female,1438,4,0.75,48.0,0
235,Cody Bullock,male,3030,4,0.5,53.0,0
236,Nicole Gray,male,5901,10,0.4,27.0,2
237,Brian Brown,female,5929,7,0.71428573,54.0,2
238,Katherine Ryan,male,6777,8,0.5,52.0,2
239,Jason Garcia,female,4426,7,0.42857143,57.0,2
240,Kristen Robinson,female,3413,4,0.25,29.0,1
241,Monica White,female,3030,3,0.6666667,41.0,1
242,Carmen Wilson,male,1952,3,1.0,57.0,0
243,Jennifer Ramos,female,3844,7,0.71428573,47.0,2
244,Haley Lewis,female,3884,7,0.2857143,51.0,2
245,Michael Holder,male,4414,3,0.6666667,47.0,0
246,Alexander Herrera,male,2371,3,0.6666667,57.0,0
247,Raymond Bryant,female,2272,5,0.6,20.0,1
248,Pamela Moss,female,6769,6,0.5,51.0,2
249,Robyn West,female,46,1,0.0,62.0,0
250,Katelyn Smith,male,7278,7,0.5714286,43.0,2
251,Christian Reed,male,6656,8,0.75,68.0,2
252,Zachary Hill,male,4925,5,0.2,28.0,1
253,Pamela Castro,female,5314,8,0.75,23.0,2
254,Theresa Pena,male,4580,4,0.5,64.0,0
255,Jill Lane,female,3421,5,0.4,61.0,0
256,Eric Martin,male,2619,3,0.6666667,57.0,0
257,Christopher Campbell,male,4220,4,0.5,49.0,0
258,Kayla Whitaker,female,4070,6,0.5,32.0,1
259,Gary White,male,1501,4,0.5,70.0,0
260,Paul Mathews,male,6729,6,0.5,41.0,2
261,Elizabeth Davis,male,4800,8,0.25,49.0,2
262,Charles Morgan,female,2578,8,0.625,70.0,0
263,Brian Liu,male,5443,8,0.375,38.0,2
264,Laura Perez,female,6338,10,0.5,69.0,2
265,Trevor Evans,female,5882,5,0.8,53.0,2
266,Mrs. Heather Gibbs,male,5236,7,0.85714287,31.0,2
267,Cheryl Walters,female,3800,5,0.8,64.0,0
268,Steven Gonzalez,male,5520,3,1.0,57.0,0
269,Allison Wagner,female,5529,7,0.5714286,57.0,2
270,Jared Dixon,female,2673,6,0.6666667,68.0,0
271,Michael Willis,male,4569,5,0.6,54.0,0
272,William Adams,male,1164,3,0.6666667,26.0,1
273,Angela Greene,female,4747,6,0.6666667,68.0,0
274,Todd Bailey,female,4923,6,0.5,26.0,1
275,Maria Jackson,female,4475,3,0.33333334,70.0,0
276,Eric Ramos,female,4256,5,0.4,28.0,1
277,Jason Williams,male,5886,7,1.0,28.0,2
278,Russell Sanchez,female,3978,10,0.8,18.0,2
279,Ricardo Watson,female,4316,4,0.75,34.0,1
280,George Thompson,female,5002,5,0.6,40.0,1
281,Aaron Moore,male,1522,2,0.0,61.0,0
282,Nicholas Higgins,male,8036,8,0.75,62.0,2
283,Kenneth Hodges,female,1927,6,1.0,38.0,1
284,Stephen Shannon,female,1741,3,0.33333334,68.0,0
285,Jennifer Thompson,female,7804,9,0.5555556,35.0,2
286,Shannon Benton,male,1035,2,1.0,70.0,0
287,Sarah Wallace,female,2270,1,0.0,40.0,1
288,Debra Ballard,female,4146,5,0.6,33.0,1
289,Brian Simon,male,5794,6,0.5,29.0,2
290,Jessica Dominguez,female,4081,4,0.75,36.0,1
291,Christina Juarez,female,2542,4,0.75,32.0,1
292,Douglas Howell,female,4388,4,0.75,50.0,0
293,Danielle Padilla,male,1023,5,0.4,51.0,0
294,Casey Rivera,male,2086,3,0.33333334,20.0,1
295,Steven Taylor,male,919,2,0.5,50.0,0
296,Heather Trujillo,female,3712,6,0.5,37.0,1
297,Kathleen Gray,male,9973,11,0.54545456,57.0,2
298,Brandon Stewart,male,4685,5,0.6,39.0,1
299,Brittany Wong,female,3850,5,0.8,44.0,1
300,Nicole Garrison,female,6255,6,0.6666667,25.0,2
301,Paul Ray,female,2529,3,1.0,35.0,1
302,Charles Moore,female,3012,7,0.5714286,66.0,0
303,Anna Mathis,male,2202,4,0.5,26.0,1
304,Andrea Collins,male,3882,7,0.5714286,49.0,2
305,Jason Smith,male,1611,5,1.0,34.0,1
306,James Turner,female,2936,4,0.75,37.0,1
307,Sara Reyes,female,162,1,1.0,30.0,1
308,William Davies,female,1496,3,0.33333334,69.0,0
309,Angela Young,female,1577,3,0.33333334,68.0,0
310,Brenda King,male,2026,3,1.0,37.0,1
311,Ian Valencia,female,4203,7,0.42857143,37.0,2
312,Martha Russell,female,1305,3,0.33333334,68.0,0
313,Robert Ryan,female,7423,9,0.5555556,40.0,2
314,Holly Williams,female,1702,4,0.5,31.0,1
315,Justin Torres,female,10701,11,0.36363637,26.0,2
316,Thomas Wall,female,1004,3,0.33333334,24.0,1
317,Kevin Johnson,female,3693,3,1.0,31.0,1
318,Brian Cooper,female,10517,9,0.7777778,55.0,2
319,Mrs. Jennifer Bowen,male,4310,5,0.6,29.0,1
320,Alicia Sanchez,male,2681,5,0.4,61.0,0
321,Mary Molina,female,1975,4,0.25,52.0,0
322,Paul Smith,female,6348,5,0.4,68.0,0
323,Robert Boyd,male,1239,3,0.33333334,63.0,0
324,Mr. Gabriel Smith,male,4893,5,0.4,21.0,1
325,Johnny Harding,female,3468,8,0.75,64.0,2
326,Miguel Santana,female,5064,5,0.6,18.0,1
327,Matthew Yang,male,1103,6,0.6666667,52.0,0
328,Jaime Johnson,male,4262,6,0.5,65.0,0
329,Brittany Todd,male,6668,8,1.0,25.0,2
330,Ashley Hodges,male,6613,9,0.8888889,28.0,2
331,Michael Dennis,female,2519,5,0.6,26.0,1
332,Miss Lindsay Paul MD,female,2774,6,0.8333333,48.0,0
333,Jennifer Lucas,male,3330,4,0.0,18.0,1
334,David Henry,female,6496,5,0.6,38.0,2
335,Megan Vaughn,male,7128,6,1.0,58.0,2
336,Michael Farley,male,2313,2,0.5,32.0,1
337,Darius Le,male,4010,4,0.25,32.0,1
338,Shawn Fletcher,female,5029,4,0.75,25.0,1
339,Kenneth Frazier,female,3015,5,0.6,19.0,1
340,Kaitlyn Madden,female,7807,10,0.5,39.0,2
341,Douglas Marshall,female,2236,5,0.8,65.0,0
342,Martin Farrell,female,8579,10,0.6,32.0,2
343,Thomas Miller,male,3439,5,0.4,65.0,0
344,Ashley Lee,male,5200,7,0.5714286,37.0,2
345,Zachary Carey,male,6611,7,0.2857143,33.0,2
346,Rachael Miller,female,3956,5,0.6,18.0,1
347,Christine Johnson,male,3608,6,0.5,65.0,0
348,David Blanchard,female,7918,9,0.33333334,67.0,2
349,Briana Castro,male,4422,4,1.0,30.0,1
350,Anthony Gibbs,male,1525,5,0.6,49.0,0
351,Michael Gilbert,female,6217,8,0.875,26.0,2
352,Tammy Best,female,785,3,0.0,35.0,1
353,Jessica Gardner,female,6682,7,0.5714286,33.0,2
354,Angel Davis,female,3322,4,0.25,59.0,0
355,David Cochran,female,1963,3,0.6666667,41.0,1
356,Corey Davis,female,3902,4,0.25,35.0,1
357,Charles Mueller,male,5597,6,0.33333334,36.0,2
358,Caroline King,male,1330,4,0.25,61.0,0
359,Jerry Wilson,male,5185,5,0.8,29.0,1
360,Christina Smith,male,4218,5,0.8,35.0,1
361,Stephen Lawson,female,5171,3,0.6666667,28.0,1
362,Christina White,male,48,1,0.0,20.0,1
363,David Fritz,male,3742,5,1.0,67.0,0
364,Kevin Carter,male,4676,6,0.5,57.0,0
365,Nicole Warren,male,1479,3,1.0,56.0,0
366,Natasha Gibson,male,2361,2,0.5,51.0,0
367,Eric Kramer,male,2897,3,0.6666667,65.0,0
368,Christopher Henderson,female,2552,2,0.5,69.0,0
369,Teresa Benitez,male,3559,4,0.75,21.0,1
370,Claire York,male,6487,6,0.6666667,28.0,2
371,Nichole Owens,male,2836,5,0.6,36.0,1
372,Rodney Kennedy,female,3139,5,0.6,39.0,1
373,Ronald Gray,female,895,2,0.5,31.0,1
374,Nicholas Huff,female,8298,7,0.5714286,50.0,2
375,Christopher Higgins,male,2266,4,0.25,67.0,0
376,Christopher Delgado,male,4939,7,0.5714286,54.0,2
377,Jessica Robinson,female,2696,6,0.6666667,19.0,1
378,Christopher Robinson,male,1698,3,0.33333334,63.0,0
379,Steven Hartman,male,799,3,0.6666667,60.0,0
380,Jacob Arias,male,3302,4,0.25,37.0,1
381,Sandra Jones,female,3193,4,0.75,63.0,0
382,Ashley Mason,male,3075,3,0.6666667,66.0,0
383,Brian Harris,female,1854,4,0.75,44.0,0
384,Denise Williams,male,6279,6,0.8333333,48.0,2
385,Jonathon Gonzalez,male,5419,6,0.6666667,36.0,2
386,David Watson,male,3029,5,0.4,49.0,0
387,Brian Brown,male,2634,3,1.0,34.0,1
388,Patrick Price,female,2667,4,0.25,56.0,0
389,Christopher Hansen,female,3293,5,0.4,36.0,1
390,Debra Burns,male,2129,3,1.0,34.0,1
391,Chris Lee,male,3852,5,0.6,46.0,0
392,Mary Molina,female,2681,4,0.25,25.0,1
393,Brandon Cross,male,3049,5,0.6,26.0,1
394,Tina Allen,male,5823,5,0.6,42.0,2
395,Michaela Cain,male,3031,2,0.5,69.0,0
396,Maria Sosa,female,2875,5,0.8,68.0,0
397,Jesse Garcia,male,2587,6,0.8333333,24.0,1
398,Raymond Sanchez,female,4821,6,0.6666667,48.0,2
399,Kristin Harris,female,3747,4,0.5,39.0,1
400,Janice Evans,female,3882,8,0.75,35.0,2
401,Jeremy Noble,female,6881,8,0.75,36.0,2
402,Paul Brady,male,5054,9,0.6666667,59.0,2
403,Travis Burgess,male,5162,6,0.16666667,70.0,0
404,Thomas Sanchez,male,4850,7,0.71428573,38.0,2
405,Matthew Wise,male,128,2,0.5,35.0,1
406,Desiree Diaz,female,6256,8,0.375,28.0,2
407,Desiree Schmidt,female,1030,2,0.5,57.0,0
408,Maria Reyes,male,1512,4,1.0,65.0,0
409,Charles Lane,female,6780,9,0.44444445,19.0,2
410,Hannah Wagner,female,48,1,0.0,21.0,1
411,Matthew Lee,female,2917,8,0.75,23.0,1
412,Brittany Wilson,female,6276,7,0.5714286,44.0,2
413,Mariah Mcdonald,female,1617,3,0.6666667,29.0,1
414,Megan Hall,male,2233,2,0.5,21.0,1
415,Andrew Haas,female,895,2,0.5,20.0,1
416,Scott Landry,female,2321,3,0.33333334,48.0,0
417,Barry Lamb,male,2298,4,0.75,20.0,1
418,Melissa Freeman,male,2734,4,0.5,30.0,1
419,Jamie Livingston,male,3670,5,0.6,44.0,1
420,Eugene Acosta,male,1126,5,0.4,45.0,0
421,Tamara Williams,male,3615,6,0.6666667,65.0,0
422,Marvin Bender,female,3581,5,0.6,69.0,0
423,David Williams,male,920,3,0.6666667,28.0,1
424,Patricia Valentine,female,3822,5,1.0,21.0,1
425,Troy Morrison,female,3826,5,0.8,20.0,1
426,Michael Williams,male,3676,4,0.25,45.0,0
427,Tami Williamson,female,2848,5,1.0,59.0,0
428,Christopher Frey,male,4041,7,0.42857143,27.0,1
429,Douglas Rodriguez,male,1296,4,0.25,31.0,1
430,Barbara Bennett,female,1499,3,0.6666667,54.0,0
431,Christine Brown,male,1465,5,0.4,34.0,1
432,Matthew Campbell,female,6182,8,0.375,67.0,2
433,James Robinson,male,1892,2,1.0,49.0,0
434,Eric Meyer,male,5739,7,0.5714286,36.0,2
435,Howard Russell,female,6023,7,0.71428573,48.0,2
436,David King,female,1753,3,1.0,50.0,0
437,Samantha Davenport,male,2902,3,0.6666667,28.0,1
438,Danielle Sherman,female,2312,4,0.75,27.0,1
439,Dr. Lauren Taylor MD,female,1664,3,0.33333334,24.0,1
440,Paul Reilly,female,2779,5,0.4,37.0,1
441,Mary Mullins,female,4255,5,0.4,31.0,1
442,Nicole Wyatt,female,3823,3,0.0,67.0,0
443,Mason Perez,female,1799,5,0.8,23.0,1
444,Cynthia Mccarty,female,4918,6,0.6666667,44.0,2
445,Helen Harper,female,4364,5,0.2,43.0,1
446,Matthew Bowers,female,5770,7,0.85714287,54.0,2
447,Katherine Whitaker,male,3481,2,0.0,38.0,1
448,Antonio Molina,female,1619,3,0.6666667,39.0,1
449,Ryan Hunter,female,3128,5,0.8,18.0,1
450,Jessica Hunt,female,6169,8,0.5,60.0,2
451,Karen Morgan,female,4863,6,1.0,63.0,0
452,Danny Morris,male,3679,7,0.71428573,63.0,0
453,Eric Roach,male,1599,4,1.0,37.0,1
454,Michael Mckinney,male,2245,5,0.6,37.0,1
455,Dr. Nicholas Jones,female,3755,4,0.5,47.0,0
456,Keith Ryan,male,1368,2,0.5,19.0,1
457,Robert Young,male,4531,5,0.6,34.0,1
458,Eric Mason,male,2243,3,0.6666667,40.0,1
459,Evelyn Morris,male,2998,4,0.25,36.0,1
460,Anthony Hunter,female,5625,8,0.75,19.0,2
461,Theresa Hunt,female,1664,3,0.33333334,70.0,0
462,Jason Jackson,female,6755,7,0.42857143,48.0,2
463,Jordan Coleman,male,4989,4,0.5,26.0,1
464,Danny Phillips,female,2808,4,1.0,38.0,1
465,Kevin Glover,male,1262,3,0.6666667,28.0,1
466,Rebecca Vazquez,male,3536,3,0.6666667,64.0,0
467,Jose Smith,female,1627,5,1.0,61.0,0
468,Chelsea Moore,female,3343,5,0.4,39.0,1
469,Henry Cook,male,4627,6,0.8333333,33.0,1
470,Rachel Harris,male,1475,4,0.5,45.0,0
471,John Powell,female,6703,7,0.85714287,63.0,2
472,Collin Becker,female,2797,5,0.8,38.0,1
473,Laura Zimmerman,female,3259,6,0.5,49.0,0
474,Justin Banks,female,6739,6,1.0,46.0,2
475,Daniel Kelly,male,1270,2,0.5,67.0,0
476,Ryan Hunter,male,1477,2,0.5,19.0,1
477,Traci Henderson,female,694,2,0.5,29.0,1
478,Danielle Rodriguez,female,2401,4,1.0,42.0,1
479,Susan Cohen,female,2961,3,0.33333334,46.0,0
480,Pamela Guzman,male,619,3,1.0,54.0,0
481,Alexander Bryant,female,4272,5,0.6,50.0,0
482,Renee Ramirez,male,3014,6,0.5,68.0,0
483,Cynthia Maddox,female,4369,8,0.5,32.0,2
484,Jack Montgomery,male,6838,7,0.71428573,63.0,2
485,Levi Dixon,male,6896,8,0.625,64.0,2
486,Jordan Chambers,male,7081,10,0.7,21.0,2
487,William Moore,male,378,2,1.0,18.0,1
488,Richard Padilla,female,5642,8,0.5,41.0,2
489,Adrienne Schwartz,female,6475,8,0.625,47.0,2
490,Hannah Patel,male,2970,4,0.75,57.0,0
491,David Mccarthy,female,5529,4,0.75,20.0,1
492,Justin Nelson,male,5454,8,0.625,25.0,2
493,Edward Wilkinson Jr.,male,4838,8,0.25,42.0,2
494,Eric Krause,male,1237,2,1.0,35.0,1
495,Christopher Petersen,female,3074,4,0.5,30.0,1
496,Tammy Ferguson,male,2617,4,0.25,23.0,1
497,Heidi Terry,male,6637,9,0.33333334,64.0,2
498,Sonia Ramos,male,1606,3,0.6666667,52.0,0
499,Gloria Terrell,male,4406,8,0.5,32.0,2
500,Elizabeth Moon,female,5713,5,0.6,33.0,2
